question,answer,design_style
Describe what style you want for the room.,"I want a soft fabrics, pale tones, and simple furniture, but I think it should be industrial style.",industrial
How would you like the room to look after the redesign?,"I want a bohochic design, something like layered textiles, lots of plants, and rich colors.",boho_chic
How would you like the room to look after the redesign?,boho_chic style,boho_chic
How would you like the room to look after the redesign?,"I want a ornate decorations and balanced traditional layout, but I think it should be rustic style.",rustic
Tell me how you imagine the room should feel.,"I want a marble surfaces, solid wood, and a luxurious atmosphere, but I think it should be rustic style.",rustic
What kind of design are you aiming for in this space?,I want handcrafted details and nostalgic warm lighting.,rustic
Tell me how you imagine the room should feel.,classic design,classic
How would you like the room to look after the redesign?,"I want ethnic fabrics, greenery, and artistic relaxed feeling.",boho_chic
How would you like the room to look after the redesign?,"I want a boho design, something like eclectic mix of patterns, rugs, and handmade decor.",boho_chic
What kind of design are you aiming for in this space?,"I want light wood furniture, white walls, cozy minimal feeling.",scandinavian
Tell me how you imagine the room should feel.,"I want a clssic design, something like timeless design with quality materials and refined finishes.",classic
Describe what style you want for the room.,"I want a sharp edges, neutral palette, and modern lighting, but I think it should be classic style.",classic
Describe what style you want for the room.,"I want unfinished surfaces, visible pipes, and loft-style layout.",industrial
What kind of design are you aiming for in this space?,classic design,classic
Tell me how you imagine the room should feel.,"I want marble surfaces, solid wood, and a luxurious atmosphere.",classic
Describe what style you want for the room.,"I want a industrail design, something like iron furniture, rugged lighting, and urban atmosphere.",industrial
Tell me how you imagine the room should feel.,"I want a clssic design, something like rich details, symmetry, deep colors, and elegant furniture.",classic
Describe what style you want for the room.,"I want a scandinavin design, something like light wood furniture, white walls, cozy minimal feeling.",scandinavian
Tell me how you imagine the room should feel.,"I want a iron furniture, rugged lighting, and urban atmosphere, but I think it should be rustic style.",rustic
Describe what style you want for the room.,"I want a boho shik design, something like ethnic fabrics, greenery, and artistic relaxed feeling.",boho_chic
What kind of design are you aiming for in this space?,"I want a boho shik design, something like colorful cushions, mixed styles, and warm boho atmosphere.",boho_chic
How would you like the room to look after the redesign?,scandinavian style,scandinavian
Tell me how you imagine the room should feel.,rustic design,rustic
Tell me how you imagine the room should feel.,"I want rich details, symmetry, deep colors, and elegant furniture.",classic
What kind of design are you aiming for in this space?,"I want a modren design, something like smooth surfaces with a minimalist and practical design.",modern
How would you like the room to look after the redesign?,"I want a rich details, symmetry, deep colors, and elegant furniture, but I think it should be boho_chic style.",boho_chic
How would you like the room to look after the redesign?,industrial design,industrial
What kind of design are you aiming for in this space?,"I want a vintage furniture, earthy tones, and homey atmosphere, but I think it should be boho_chic style.",boho_chic
Describe what style you want for the room.,"I want a rich details, symmetry, deep colors, and elegant furniture, but I think it should be scandinavian style.",scandinavian
How would you like the room to look after the redesign?,"I want a light wood furniture, white walls, cozy minimal feeling, but I think it should be boho_chic style.",boho_chic
How would you like the room to look after the redesign?,"I want a wood textures with a welcoming rustic vibe, but I think it should be classic style.",classic
Describe what style you want for the room.,"I want a clasik design, something like marble surfaces, solid wood, and a luxurious atmosphere.",classic
Describe what style you want for the room.,"I want iron furniture, rugged lighting, and urban atmosphere.",industrial
How would you like the room to look after the redesign?,"I want natural wood, warm colors, and a cozy farmhouse feeling.",rustic
How would you like the room to look after the redesign?,"I want a rustik design, something like wood textures with a welcoming rustic vibe.",rustic
What kind of design are you aiming for in this space?,rustic design,rustic
Describe what style you want for the room.,"I want light wood furniture, white walls, cozy minimal feeling.",scandinavian
What kind of design are you aiming for in this space?,"I want a rich details, symmetry, deep colors, and elegant furniture, but I think it should be scandinavian style.",scandinavian
How would you like the room to look after the redesign?,classic room,classic
What kind of design are you aiming for in this space?,I want rustic,rustic
Describe what style you want for the room.,scandinavian room,scandinavian
Describe what style you want for the room.,"I want colorful cushions, mixed styles, and warm boho atmosphere.",boho_chic
Describe what style you want for the room.,I want classic,classic
Describe what style you want for the room.,"I want a clasik design, something like rich details, symmetry, deep colors, and elegant furniture.",classic
How would you like the room to look after the redesign?,I want industrial,industrial
Tell me how you imagine the room should feel.,"I want a rustc design, something like wood textures with a welcoming rustic vibe.",rustic
How would you like the room to look after the redesign?,"I want a rustik design, something like vintage furniture, earthy tones, and homey atmosphere.",rustic
What kind of design are you aiming for in this space?,industrial room,industrial
Tell me how you imagine the room should feel.,"I want a rutsic design, something like wood textures with a welcoming rustic vibe.",rustic
What kind of design are you aiming for in this space?,"I want a moedrn design, something like sharp edges, neutral palette, and modern lighting.",modern
Tell me how you imagine the room should feel.,"I want a skandinavian design, something like light wood furniture, white walls, cozy minimal feeling.",scandinavian
Describe what style you want for the room.,"I want a scandnavi design, something like bright room with lots of natural light and soft textiles.",scandinavian
Describe what style you want for the room.,I want industrial,industrial
How would you like the room to look after the redesign?,scandinavian design,scandinavian
How would you like the room to look after the redesign?,classic style,classic
Describe what style you want for the room.,"I want a clssic design, something like marble surfaces, solid wood, and a luxurious atmosphere.",classic
How would you like the room to look after the redesign?,"I want a natural wood, warm colors, and a cozy farmhouse feeling, but I think it should be boho_chic style.",boho_chic
Tell me how you imagine the room should feel.,"I want a colorful cushions, mixed styles, and warm boho atmosphere, but I think it should be classic style.",classic
Tell me how you imagine the room should feel.,"I want a layered textiles, lots of plants, and rich colors, but I think it should be industrial style.",industrial
Tell me how you imagine the room should feel.,"I want a handcrafted details and nostalgic warm lighting, but I think it should be classic style.",classic
How would you like the room to look after the redesign?,"I want natural wood, warm colors, and a cozy farmhouse feeling.",rustic
What kind of design are you aiming for in this space?,"I want monochrome colors, sleek furniture, and geometric shapes.",modern
What kind of design are you aiming for in this space?,I want smooth surfaces with a minimalist and practical design.,modern
How would you like the room to look after the redesign?,"I want a industria design, something like raw concrete, exposed brick, and dark metal elements.",industrial
Describe what style you want for the room.,"I want a ornate decorations and balanced traditional layout, but I think it should be boho_chic style.",boho_chic
Tell me how you imagine the room should feel.,"I want a boho-shik design, something like colorful cushions, mixed styles, and warm boho atmosphere.",boho_chic
What kind of design are you aiming for in this space?,"I want a rustc design, something like natural wood, warm colors, and a cozy farmhouse feeling.",rustic
What kind of design are you aiming for in this space?,"I want a scandivian design, something like light wood furniture, white walls, cozy minimal feeling.",scandinavian
Tell me how you imagine the room should feel.,boho_chic style,boho_chic
Tell me how you imagine the room should feel.,classic style,classic
Describe what style you want for the room.,"I want a modrn design, something like monochrome colors, sleek furniture, and geometric shapes.",modern
What kind of design are you aiming for in this space?,"I want a industrail design, something like iron furniture, rugged lighting, and urban atmosphere.",industrial
Tell me how you imagine the room should feel.,"I want a neutral colors, clean lines, and an airy atmosphere, but I think it should be classic style.",classic
How would you like the room to look after the redesign?,"I want a raw concrete, exposed brick, and dark metal elements, but I think it should be boho_chic style.",boho_chic
How would you like the room to look after the redesign?,"I want monochrome colors, sleek furniture, and geometric shapes.",modern
Describe what style you want for the room.,modern style,modern
Describe what style you want for the room.,I want bright room with lots of natural light and soft textiles.,scandinavian
Describe what style you want for the room.,"I want a soft fabrics, pale tones, and simple furniture, but I think it should be rustic style.",rustic
Describe what style you want for the room.,"I want a unfinished surfaces, visible pipes, and loft-style layout, but I think it should be boho_chic style.",boho_chic
How would you like the room to look after the redesign?,I want scandinavian,scandinavian
How would you like the room to look after the redesign?,modern room,modern
Tell me how you imagine the room should feel.,"I want rich details, symmetry, deep colors, and elegant furniture.",classic
How would you like the room to look after the redesign?,"I want a boho shik design, something like ethnic fabrics, greenery, and artistic relaxed feeling.",boho_chic
What kind of design are you aiming for in this space?,"I want a scandnavi design, something like bright room with lots of natural light and soft textiles.",scandinavian
Tell me how you imagine the room should feel.,"I want a handcrafted details and nostalgic warm lighting, but I think it should be classic style.",classic
Tell me how you imagine the room should feel.,"I want a soft fabrics, pale tones, and simple furniture, but I think it should be rustic style.",rustic
How would you like the room to look after the redesign?,"I want a raw concrete, exposed brick, and dark metal elements, but I think it should be boho_chic style.",boho_chic
What kind of design are you aiming for in this space?,"I want a wood textures with a welcoming rustic vibe, but I think it should be industrial style.",industrial
Tell me how you imagine the room should feel.,I want rustic,rustic
Tell me how you imagine the room should feel.,"I want a clssic design, something like ornate decorations and balanced traditional layout.",classic
Tell me how you imagine the room should feel.,"I want a rustc design, something like wood textures with a welcoming rustic vibe.",rustic
Describe what style you want for the room.,"I want monochrome colors, sleek furniture, and geometric shapes.",modern
Tell me how you imagine the room should feel.,"I want colorful cushions, mixed styles, and warm boho atmosphere.",boho_chic
Tell me how you imagine the room should feel.,"I want ethnic fabrics, greenery, and artistic relaxed feeling.",boho_chic
How would you like the room to look after the redesign?,"I want a clssic design, something like marble surfaces, solid wood, and a luxurious atmosphere.",classic
Tell me how you imagine the room should feel.,"I want a rustik design, something like wood textures with a welcoming rustic vibe.",rustic
How would you like the room to look after the redesign?,"I want a clasik design, something like timeless design with quality materials and refined finishes.",classic
How would you like the room to look after the redesign?,"I want colorful cushions, mixed styles, and warm boho atmosphere.",boho_chic
How would you like the room to look after the redesign?,"I want a bohochic design, something like eclectic mix of patterns, rugs, and handmade decor.",boho_chic
Describe what style you want for the room.,"I want a rutsic design, something like natural wood, warm colors, and a cozy farmhouse feeling.",rustic
Tell me how you imagine the room should feel.,"I want layered textiles, lots of plants, and rich colors.",boho_chic
Tell me how you imagine the room should feel.,industrial design,industrial
What kind of design are you aiming for in this space?,"I want a marble surfaces, solid wood, and a luxurious atmosphere, but I think it should be rustic style.",rustic
How would you like the room to look after the redesign?,"I want a clssic design, something like timeless design with quality materials and refined finishes.",classic
Describe what style you want for the room.,"I want a industrail design, something like unfinished surfaces, visible pipes, and loft-style layout.",industrial
Tell me how you imagine the room should feel.,"I want a scandinavin design, something like neutral colors, clean lines, and an airy atmosphere.",scandinavian
Tell me how you imagine the room should feel.,"I want monochrome colors, sleek furniture, and geometric shapes.",modern
How would you like the room to look after the redesign?,"I want a industria design, something like raw concrete, exposed brick, and dark metal elements.",industrial
What kind of design are you aiming for in this space?,I want wood textures with a welcoming rustic vibe.,rustic
Describe what style you want for the room.,scandinavian room,scandinavian
How would you like the room to look after the redesign?,"I want a ethnic fabrics, greenery, and artistic relaxed feeling, but I think it should be scandinavian style.",scandinavian
What kind of design are you aiming for in this space?,"I want marble surfaces, solid wood, and a luxurious atmosphere.",classic
What kind of design are you aiming for in this space?,industrial room,industrial
What kind of design are you aiming for in this space?,"I want a modrn design, something like sharp edges, neutral palette, and modern lighting.",modern
What kind of design are you aiming for in this space?,I want scandinavian,scandinavian
Describe what style you want for the room.,modern room,modern
What kind of design are you aiming for in this space?,"I want a rustik design, something like wood textures with a welcoming rustic vibe.",rustic
Tell me how you imagine the room should feel.,rustic design,rustic
What kind of design are you aiming for in this space?,I want ornate decorations and balanced traditional layout.,classic
How would you like the room to look after the redesign?,I want bright room with lots of natural light and soft textiles.,scandinavian
Describe what style you want for the room.,"I want a layered textiles, lots of plants, and rich colors, but I think it should be classic style.",classic
How would you like the room to look after the redesign?,"I want a natural wood, warm colors, and a cozy farmhouse feeling, but I think it should be modern style.",modern
Tell me how you imagine the room should feel.,"I want raw concrete, exposed brick, and dark metal elements.",industrial
What kind of design are you aiming for in this space?,"I want a bright room with lots of natural light and soft textiles, but I think it should be classic style.",classic
How would you like the room to look after the redesign?,"I want a moedrn design, something like monochrome colors, sleek furniture, and geometric shapes.",modern
How would you like the room to look after the redesign?,"I want a boho design, something like eclectic mix of patterns, rugs, and handmade decor.",boho_chic
How would you like the room to look after the redesign?,"I want a clasic design, something like rich details, symmetry, deep colors, and elegant furniture.",classic
Describe what style you want for the room.,"I want a scandnavi design, something like soft fabrics, pale tones, and simple furniture.",scandinavian
What kind of design are you aiming for in this space?,"I want a neutral colors, clean lines, and an airy atmosphere, but I think it should be rustic style.",rustic
Describe what style you want for the room.,"I want a raw concrete, exposed brick, and dark metal elements, but I think it should be scandinavian style.",scandinavian
How would you like the room to look after the redesign?,modern room,modern
What kind of design are you aiming for in this space?,"I want a iron furniture, rugged lighting, and urban atmosphere, but I think it should be boho_chic style.",boho_chic
What kind of design are you aiming for in this space?,"I want a clssic design, something like marble surfaces, solid wood, and a luxurious atmosphere.",classic
Describe what style you want for the room.,I want industrial,industrial
Tell me how you imagine the room should feel.,"I want a industria design, something like rough textures and bold industrial materials.",industrial
Tell me how you imagine the room should feel.,"I want a clasic design, something like marble surfaces, solid wood, and a luxurious atmosphere.",classic
How would you like the room to look after the redesign?,modern design,modern
Describe what style you want for the room.,"I want a handcrafted details and nostalgic warm lighting, but I think it should be modern style.",modern
Describe what style you want for the room.,I want rustic,rustic
What kind of design are you aiming for in this space?,"I want a clasik design, something like timeless design with quality materials and refined finishes.",classic
What kind of design are you aiming for in this space?,I want ornate decorations and balanced traditional layout.,classic
How would you like the room to look after the redesign?,"I want a eclectic mix of patterns, rugs, and handmade decor, but I think it should be rustic style.",rustic
Describe what style you want for the room.,"I want a timeless design with quality materials and refined finishes, but I think it should be scandinavian style.",scandinavian
What kind of design are you aiming for in this space?,"I want soft fabrics, pale tones, and simple furniture.",scandinavian
Tell me how you imagine the room should feel.,"I want a rich details, symmetry, deep colors, and elegant furniture, but I think it should be boho_chic style.",boho_chic
Tell me how you imagine the room should feel.,"I want a bohochic design, something like ethnic fabrics, greenery, and artistic relaxed feeling.",boho_chic
How would you like the room to look after the redesign?,I want boho_chic,boho_chic
Tell me how you imagine the room should feel.,"I want a bohochic design, something like colorful cushions, mixed styles, and warm boho atmosphere.",boho_chic
Tell me how you imagine the room should feel.,"I want a ornate decorations and balanced traditional layout, but I think it should be scandinavian style.",scandinavian
How would you like the room to look after the redesign?,scandinavian room,scandinavian
Tell me how you imagine the room should feel.,"I want a monochrome colors, sleek furniture, and geometric shapes, but I think it should be boho_chic style.",boho_chic
What kind of design are you aiming for in this space?,"I want layered textiles, lots of plants, and rich colors.",boho_chic
Describe what style you want for the room.,boho_chic room,boho_chic
How would you like the room to look after the redesign?,"I want a natural wood, warm colors, and a cozy farmhouse feeling, but I think it should be classic style.",classic
Tell me how you imagine the room should feel.,"I want a handcrafted details and nostalgic warm lighting, but I think it should be boho_chic style.",boho_chic
Describe what style you want for the room.,industrial style,industrial
Tell me how you imagine the room should feel.,"I want clean lines, glass and metal surfaces, functional layout.",modern
How would you like the room to look after the redesign?,I want timeless design with quality materials and refined finishes.,classic
How would you like the room to look after the redesign?,"I want rich details, symmetry, deep colors, and elegant furniture.",classic
Describe what style you want for the room.,boho_chic style,boho_chic
Tell me how you imagine the room should feel.,"I want a ethnic fabrics, greenery, and artistic relaxed feeling, but I think it should be industrial style.",industrial
Tell me how you imagine the room should feel.,"I want a scandivian design, something like light wood furniture, white walls, cozy minimal feeling.",scandinavian
How would you like the room to look after the redesign?,classic style,classic
Describe what style you want for the room.,I want timeless design with quality materials and refined finishes.,classic
Describe what style you want for the room.,"I want a sharp edges, neutral palette, and modern lighting, but I think it should be classic style.",classic
How would you like the room to look after the redesign?,"I want a boho design, something like colorful cushions, mixed styles, and warm boho atmosphere.",boho_chic
What kind of design are you aiming for in this space?,"I want light wood furniture, white walls, cozy minimal feeling.",scandinavian
What kind of design are you aiming for in this space?,"I want a neutral colors, clean lines, and an airy atmosphere, but I think it should be boho_chic style.",boho_chic
Tell me how you imagine the room should feel.,"I want a ethnic fabrics, greenery, and artistic relaxed feeling, but I think it should be industrial style.",industrial
Tell me how you imagine the room should feel.,"I want a ethnic fabrics, greenery, and artistic relaxed feeling, but I think it should be classic style.",classic
How would you like the room to look after the redesign?,modern design,modern
Describe what style you want for the room.,boho_chic design,boho_chic
Tell me how you imagine the room should feel.,"I want a scandnavi design, something like light wood furniture, white walls, cozy minimal feeling.",scandinavian
How would you like the room to look after the redesign?,"I want a timeless design with quality materials and refined finishes, but I think it should be modern style.",modern
Describe what style you want for the room.,"I want eclectic mix of patterns, rugs, and handmade decor.",boho_chic
Describe what style you want for the room.,"I want a ethnic fabrics, greenery, and artistic relaxed feeling, but I think it should be modern style.",modern
Describe what style you want for the room.,I want smooth surfaces with a minimalist and practical design.,modern
How would you like the room to look after the redesign?,"I want a natural wood, warm colors, and a cozy farmhouse feeling, but I think it should be scandinavian style.",scandinavian
Tell me how you imagine the room should feel.,"I want vintage furniture, earthy tones, and homey atmosphere.",rustic
Describe what style you want for the room.,"I want a wood textures with a welcoming rustic vibe, but I think it should be classic style.",classic
Describe what style you want for the room.,"I want raw concrete, exposed brick, and dark metal elements.",industrial
Tell me how you imagine the room should feel.,industrial design,industrial
Tell me how you imagine the room should feel.,"I want soft fabrics, pale tones, and simple furniture.",scandinavian
Describe what style you want for the room.,"I want a eclectic mix of patterns, rugs, and handmade decor, but I think it should be modern style.",modern
Describe what style you want for the room.,I want scandinavian,scandinavian
How would you like the room to look after the redesign?,I want ornate decorations and balanced traditional layout.,classic
How would you like the room to look after the redesign?,"I want a ornate decorations and balanced traditional layout, but I think it should be industrial style.",industrial
Describe what style you want for the room.,industrial design,industrial
What kind of design are you aiming for in this space?,"I want a timeless design with quality materials and refined finishes, but I think it should be scandinavian style.",scandinavian
How would you like the room to look after the redesign?,industrial design,industrial
How would you like the room to look after the redesign?,"I want a soft fabrics, pale tones, and simple furniture, but I think it should be industrial style.",industrial
Tell me how you imagine the room should feel.,"I want light wood furniture, white walls, cozy minimal feeling.",scandinavian
Describe what style you want for the room.,"I want a colorful cushions, mixed styles, and warm boho atmosphere, but I think it should be rustic style.",rustic
What kind of design are you aiming for in this space?,"I want a marble surfaces, solid wood, and a luxurious atmosphere, but I think it should be modern style.",modern
Describe what style you want for the room.,I want classic,classic
Describe what style you want for the room.,"I want vintage furniture, earthy tones, and homey atmosphere.",rustic
Describe what style you want for the room.,"I want a rich details, symmetry, deep colors, and elegant furniture, but I think it should be scandinavian style.",scandinavian
How would you like the room to look after the redesign?,scandinavian style,scandinavian
How would you like the room to look after the redesign?,rustic style,rustic
What kind of design are you aiming for in this space?,"I want a colorful cushions, mixed styles, and warm boho atmosphere, but I think it should be rustic style.",rustic
How would you like the room to look after the redesign?,"I want layered textiles, lots of plants, and rich colors.",boho_chic
Tell me how you imagine the room should feel.,"I want a scandnavi design, something like light wood furniture, white walls, cozy minimal feeling.",scandinavian
Describe what style you want for the room.,modern design,modern
Tell me how you imagine the room should feel.,"I want a eclectic mix of patterns, rugs, and handmade decor, but I think it should be rustic style.",rustic
What kind of design are you aiming for in this space?,"I want a indutrial design, something like raw concrete, exposed brick, and dark metal elements.",industrial
Describe what style you want for the room.,I want scandinavian,scandinavian
Describe what style you want for the room.,I want classic,classic
Describe what style you want for the room.,"I want a scandinavin design, something like neutral colors, clean lines, and an airy atmosphere.",scandinavian
What kind of design are you aiming for in this space?,"I want rich details, symmetry, deep colors, and elegant furniture.",classic
How would you like the room to look after the redesign?,"I want soft fabrics, pale tones, and simple furniture.",scandinavian
Tell me how you imagine the room should feel.,"I want vintage furniture, earthy tones, and homey atmosphere.",rustic
How would you like the room to look after the redesign?,"I want a ornate decorations and balanced traditional layout, but I think it should be rustic style.",rustic
Tell me how you imagine the room should feel.,"I want a vintage furniture, earthy tones, and homey atmosphere, but I think it should be scandinavian style.",scandinavian
Tell me how you imagine the room should feel.,rustic design,rustic
What kind of design are you aiming for in this space?,boho_chic room,boho_chic
How would you like the room to look after the redesign?,"I want a natural wood, warm colors, and a cozy farmhouse feeling, but I think it should be modern style.",modern
Describe what style you want for the room.,"I want a rutsic design, something like natural wood, warm colors, and a cozy farmhouse feeling.",rustic
What kind of design are you aiming for in this space?,"I want a rutsic design, something like natural wood, warm colors, and a cozy farmhouse feeling.",rustic
Tell me how you imagine the room should feel.,rustic style,rustic
What kind of design are you aiming for in this space?,modern design,modern
Tell me how you imagine the room should feel.,scandinavian room,scandinavian
What kind of design are you aiming for in this space?,"I want a indutrial design, something like iron furniture, rugged lighting, and urban atmosphere.",industriall
How would you like the room to look after the redesign?,I want boho_chic,boho_chic
Tell me how you imagine the room should feel.,"I want a moedrn design, something like monochrome colors, sleek furniture, and geometric shapes.",modern
Tell me how you imagine the room should feel.,"I want a clasik design, something like timeless design with quality materials and refined finishes.",classic
Tell me how you imagine the room should feel.,"I want a bright room with lots of natural light and soft textiles, but I think it should be boho_chic style.",boho_chic
What kind of design are you aiming for in this space?,"I want a layered textiles, lots of plants, and rich colors, but I think it should be scandinavian style.",scandinavian
How would you like the room to look after the redesign?,rustic design,rustic
Describe what style you want for the room.,industrial design,industrial
How would you like the room to look after the redesign?,"I want a bright room with lots of natural light and soft textiles, but I think it should be industrial style.",industrial
How would you like the room to look after the redesign?,"I want a smooth surfaces with a minimalist and practical design, but I think it should be industrial style.",industrial
Tell me how you imagine the room should feel.,"I want a indutrial design, something like unfinished surfaces, visible pipes, and loft-style layout.",industrial
What kind of design are you aiming for in this space?,rustic room,rustic
What kind of design are you aiming for in this space?,industrial design,industrial
What kind of design are you aiming for in this space?,"I want a neutral colors, clean lines, and an airy atmosphere, but I think it should be modern style.",modern
How would you like the room to look after the redesign?,"I want a industrail design, something like iron furniture, rugged lighting, and urban atmosphere.",industrial
How would you like the room to look after the redesign?,"I want vintage furniture, earthy tones, and homey atmosphere.",rustic
Describe what style you want for the room.,"I want neutral colors, clean lines, and an airy atmosphere.",scandinavian
Describe what style you want for the room.,"I want a handcrafted details and nostalgic warm lighting, but I think it should be classic style.",classic
What kind of design are you aiming for in this space?,"I want a natural wood, warm colors, and a cozy farmhouse feeling, but I think it should be scandinavian style.",scandinavian
Describe what style you want for the room.,"I want a clean lines, glass and metal surfaces, functional layout, but I think it should be industrial style.",industrial
Describe what style you want for the room.,modern room,modern
What kind of design are you aiming for in this space?,"I want vintage furniture, earthy tones, and homey atmosphere.",rustic
What kind of design are you aiming for in this space?,"I want a rutsic design, something like natural wood, warm colors, and a cozy farmhouse feeling.",rustic
What kind of design are you aiming for in this space?,"I want a rough textures and bold industrial materials, but I think it should be classic style.",classic
Describe what style you want for the room.,"I want a layered textiles, lots of plants, and rich colors, but I think it should be classic style.",classic
Tell me how you imagine the room should feel.,I want industrial,industrial
What kind of design are you aiming for in this space?,classic design,classic
Describe what style you want for the room.,"I want light wood furniture, white walls, cozy minimal feeling.",scandinavian
Describe what style you want for the room.,"I want a clasic design, something like ornate decorations and balanced traditional layout.",classic
How would you like the room to look after the redesign?,"I want a moedrn design, something like smooth surfaces with a minimalist and practical design.",modern
Tell me how you imagine the room should feel.,"I want a neutral colors, clean lines, and an airy atmosphere, but I think it should be rustic style.",rustic
Tell me how you imagine the room should feel.,I want industrial,industrial
How would you like the room to look after the redesign?,"I want a marble surfaces, solid wood, and a luxurious atmosphere, but I think it should be industrial style.",industrial
How would you like the room to look after the redesign?,"I want a moedrn design, something like smooth surfaces with a minimalist and practical design.",modern
Describe what style you want for the room.,"I want a soft fabrics, pale tones, and simple furniture, but I think it should be classic style.",classic
Tell me how you imagine the room should feel.,"I want unfinished surfaces, visible pipes, and loft-style layout.",industrial
Describe what style you want for the room.,"I want a modrn design, something like monochrome colors, sleek furniture, and geometric shapes.",modern
How would you like the room to look after the redesign?,"I want monochrome colors, sleek furniture, and geometric shapes.",modern
What kind of design are you aiming for in this space?,"I want sharp edges, neutral palette, and modern lighting.",modern
Describe what style you want for the room.,boho_chic design,boho_chic
What kind of design are you aiming for in this space?,"I want a rustik design, something like wood textures with a welcoming rustic vibe.",rustic
What kind of design are you aiming for in this space?,"I want a iron furniture, rugged lighting, and urban atmosphere, but I think it should be scandinavian style.",scandinavian
Describe what style you want for the room.,I want classic,classic
Describe what style you want for the room.,scandinavian style,scandinavian
What kind of design are you aiming for in this space?,I want rough textures and bold industrial materials.,industrial
How would you like the room to look after the redesign?,I want boho_chic,boho_chic
What kind of design are you aiming for in this space?,"I want a rutsic design, something like wood textures with a welcoming rustic vibe.",rustic
What kind of design are you aiming for in this space?,"I want a modren design, something like clean lines, glass and metal surfaces, functional layout.",modern
How would you like the room to look after the redesign?,"I want a rustik design, something like natural wood, warm colors, and a cozy farmhouse feeling.",rustic
Describe what style you want for the room.,"I want a ornate decorations and balanced traditional layout, but I think it should be rustic style.",rustic
What kind of design are you aiming for in this space?,I want handcrafted details and nostalgic warm lighting.,rustic
What kind of design are you aiming for in this space?,boho_chic design,boho_chic
What kind of design are you aiming for in this space?,"I want a rustik design, something like wood textures with a welcoming rustic vibe.",rustic
How would you like the room to look after the redesign?,scandinavian room,scandinavian
How would you like the room to look after the redesign?,"I want a layered textiles, lots of plants, and rich colors, but I think it should be classic style.",classic
Tell me how you imagine the room should feel.,"I want a bohochic design, something like eclectic mix of patterns, rugs, and handmade decor.",boho_chic
Tell me how you imagine the room should feel.,boho_chic style,boho_chic
How would you like the room to look after the redesign?,"I want a industrail design, something like rough textures and bold industrial materials.",industrial
How would you like the room to look after the redesign?,industrial design,industrial
What kind of design are you aiming for in this space?,scandinavian design,scandinavian
Describe what style you want for the room.,"I want ethnic fabrics, greenery, and artistic relaxed feeling.",boho_chic
Describe what style you want for the room.,scandinavian design,scandinavian
How would you like the room to look after the redesign?,"I want a raw concrete, exposed brick, and dark metal elements, but I think it should be scandinavian style.",scandinavian
How would you like the room to look after the redesign?,I want rustic,rustic
Tell me how you imagine the room should feel.,modern room,modern
Describe what style you want for the room.,"I want a scandivian design, something like bright room with lots of natural light and soft textiles.",scandinavian
Describe what style you want for the room.,boho_chic style,boho_chic
Describe what style you want for the room.,I want smooth surfaces with a minimalist and practical design.,modern
Tell me how you imagine the room should feel.,"I want a monochrome colors, sleek furniture, and geometric shapes, but I think it should be scandinavian style.",scandinavian
How would you like the room to look after the redesign?,I want classic,classic
Describe what style you want for the room.,"I want soft fabrics, pale tones, and simple furniture.",scandinavian
How would you like the room to look after the redesign?,I want timeless design with quality materials and refined finishes.,classic
What kind of design are you aiming for in this space?,"I want a scandivian design, something like bright room with lots of natural light and soft textiles.",scandinavian
How would you like the room to look after the redesign?,"I want a moedrn design, something like smooth surfaces with a minimalist and practical design.",modern
Describe what style you want for the room.,"I want a monochrome colors, sleek furniture, and geometric shapes, but I think it should be boho_chic style.",boho_chic
How would you like the room to look after the redesign?,"I want marble surfaces, solid wood, and a luxurious atmosphere.",classic
Describe what style you want for the room.,rustic room,rustic
How would you like the room to look after the redesign?,"I want vintage furniture, earthy tones, and homey atmosphere.",rustic
How would you like the room to look after the redesign?,"I want a raw concrete, exposed brick, and dark metal elements, but I think it should be rustic style.",rustic
What kind of design are you aiming for in this space?,"I want a raw concrete, exposed brick, and dark metal elements, but I think it should be boho_chic style.",boho_chic
What kind of design are you aiming for in this space?,scandinavian style,scandinavian
What kind of design are you aiming for in this space?,"I want a modrn design, something like clean lines, glass and metal surfaces, functional layout.",modern
Tell me how you imagine the room should feel.,"I want a clasik design, something like rich details, symmetry, deep colors, and elegant furniture.",classic
What kind of design are you aiming for in this space?,I want rough textures and bold industrial materials.,industrial
How would you like the room to look after the redesign?,I want handcrafted details and nostalgic warm lighting.,rustic
Tell me how you imagine the room should feel.,classic room,classic
Describe what style you want for the room.,"I want a marble surfaces, solid wood, and a luxurious atmosphere, but I think it should be industrial style.",industrial
How would you like the room to look after the redesign?,"I want a marble surfaces, solid wood, and a luxurious atmosphere, but I think it should be industrial style.",industrial
Describe what style you want for the room.,modern style,modern
Tell me how you imagine the room should feel.,"I want iron furniture, rugged lighting, and urban atmosphere.",industrial
Tell me how you imagine the room should feel.,"I want a modrn design, something like monochrome colors, sleek furniture, and geometric shapes.",modern
How would you like the room to look after the redesign?,boho_chic style,boho_chic
Tell me how you imagine the room should feel.,"I want a clssic design, something like timeless design with quality materials and refined finishes.",classic
Describe what style you want for the room.,modern room,modern
Tell me how you imagine the room should feel.,"I want a moedrn design, something like clean lines, glass and metal surfaces, functional layout.",modern
What kind of design are you aiming for in this space?,"I want iron furniture, rugged lighting, and urban atmosphere.",industrial
Tell me how you imagine the room should feel.,"I want a vintage furniture, earthy tones, and homey atmosphere, but I think it should be scandinavian style.",scandinavian
